,start_time,end_time,instrument,note,start_beat,end_beat,note_value,id,length,id_cat
4713,6066897.414965986,6068383.492063492,1,35,455.866666667,0.133333333333,Sixty Fourth,1733,8736183,0
4714,6068383.492063492,6121324.988662131,1,61,456.0,3.0,Dotted Quarter,1733,8736183,0
4715,6068383.492063492,6089560.090702948,1,37,456.0,1.0,Eighth,1733,8736183,0
4716,6079714.467120182,6089560.090702948,1,53,456.5,0.5,Sixteenth,1733,8736183,0
4717,6089560.090702948,6095690.158730159,1,56,457.0,0.5,Sixteenth,1733,8736183,0
4718,6095690.158730159,6102377.505668934,1,53,457.5,0.5,Sixteenth,1733,8736183,0
4719,6102377.505668934,6111665.487528345,1,56,458.0,0.5,Sixteenth,1733,8736183,0
4720,6105535.419501134,6106649.977324263,1,39,458.25,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4721,6111665.487528345,6114823.401360544,1,49,458.5,0.25,Thirty Second,1733,8736183,0
4722,6111665.487528345,6112408.526077097,1,41,458.5,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4723,6114823.401360544,6116866.757369614,1,42,458.75,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4724,6121324.988662131,6136743.038548753,1,60,459.0,1.0,Eighth,1733,8736183,0
4725,6121324.988662131,6122068.027210885,1,44,459.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4726,6128383.854875283,6136743.038548753,1,54,459.5,0.5,Sixteenth,1733,8736183,0
4727,6136743.038548753,6142130.06802721,1,56,460.0,0.5,Sixteenth,1733,8736183,0
4728,6136743.038548753,6151046.530612245,1,66,460.0,1.0,Eighth,1733,8736183,0
4729,6142130.06802721,6151046.530612245,1,54,460.5,0.5,Sixteenth,1733,8736183,0
4730,6151046.530612245,6158662.675736962,1,56,461.0,0.5,Sixteenth,1733,8736183,0
4731,6151046.530612245,6170365.532879818,1,60,461.0,1.0,Eighth,1733,8736183,0
4732,6158662.675736962,6162749.3877551025,1,51,461.5,0.25,Thirty Second,1733,8736183,0
4733,6170365.532879818,6222006.712018141,1,61,462.0,3.0,Dotted Quarter,1733,8736183,0
4734,6170365.532879818,6173151.927437642,1,37,462.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4735,6181882.630385487,6188941.4965986395,1,53,462.5,0.5,Sixteenth,1733,8736183,0
4736,6188941.4965986395,6195443.083900227,1,56,463.0,0.5,Sixteenth,1733,8736183,0
4737,6195443.083900227,6201944.671201814,1,53,463.5,0.5,Sixteenth,1733,8736183,0
4738,6201944.671201814,6212347.210884354,1,56,464.0,0.5,Sixteenth,1733,8736183,0
4739,6212347.210884354,6217548.480725624,1,49,464.5,0.25,Thirty Second,1733,8736183,0
4740,6222006.712018141,6225350.3854875285,1,35,465.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4741,6222006.712018141,6275691.247165533,1,61,465.0,3.0,Dotted Quarter,1733,8736183,0
4742,6233895.328798186,6241139.954648526,1,53,465.5,0.5,Sixteenth,1733,8736183,0
4743,6241139.954648526,6248384.580498866,1,56,466.0,0.5,Sixteenth,1733,8736183,0
4744,6248384.580498866,6255814.965986394,1,53,466.5,0.5,Sixteenth,1733,8736183,0
4745,6255814.965986394,6265474.467120182,1,56,467.0,0.5,Sixteenth,1733,8736183,0
4746,6265474.467120182,6271976.0544217685,1,49,467.5,0.25,Thirty Second,1733,8736183,0
4747,6275691.247165533,6324917.551020408,1,61,468.0,3.0,Dotted Quarter,1733,8736183,0
4748,6275691.247165533,6292223.854875283,1,33,468.0,1.0,Eighth,1733,8736183,0
4749,6283678.911564626,6292223.854875283,1,54,468.5,0.5,Sixteenth,1733,8736183,0
4750,6292223.854875283,6299096.961451247,1,57,469.0,0.5,Sixteenth,1733,8736183,0
4751,6299096.961451247,6308013.424036281,1,54,469.5,0.5,Sixteenth,1733,8736183,0
4752,6308013.424036281,6315072.290249433,1,57,470.0,0.5,Sixteenth,1733,8736183,0
4753,6315072.290249433,6319716.281179138,1,49,470.5,0.25,Thirty Second,1733,8736183,0
4754,6324917.551020408,6394577.414965986,1,61,471.0,3.0,Dotted Quarter,1733,8736183,0
4755,6324917.551020408,6343679.2743764175,1,32,471.0,1.0,Eighth,1733,8736183,0
4756,6335320.090702948,6343679.2743764175,1,53,471.5,0.5,Sixteenth,1733,8736183,0
4757,6343679.2743764175,6352224.217687075,1,59,472.0,0.5,Sixteenth,1733,8736183,0
4758,6352224.217687075,6361883.718820862,1,53,472.5,0.5,Sixteenth,1733,8736183,0
4759,6361883.718820862,6375629.93197279,1,59,473.0,0.5,Sixteenth,1733,8736183,0
4760,6375629.93197279,6382688.798185941,1,49,473.5,0.25,Thirty Second,1733,8736183,0
4761,6394577.414965986,6449190.748299319,1,69,474.0,3.0,Dotted Quarter,1733,8736183,0
4762,6394577.414965986,6395320.453514739,1,42,474.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4763,6405165.714285715,6415382.494331066,1,57,474.5,0.5,Sixteenth,1733,8736183,0
4764,6415382.494331066,6416868.571428572,1,73,475.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4765,6415382.494331066,6422812.879818594,1,61,475.0,0.5,Sixteenth,1733,8736183,0
4766,6420769.523809524,6421512.562358277,1,73,475.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4767,6422812.879818594,6429871.746031746,1,57,475.5,0.5,Sixteenth,1733,8736183,0
4768,6424856.235827665,6425970.793650794,1,73,475.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4769,6429871.746031746,6449190.748299319,1,73,476.0,1.0,Eighth,1733,8736183,0
4770,6429871.746031746,6438602.448979592,1,61,476.0,0.5,Sixteenth,1733,8736183,0
4771,6438602.448979592,6446032.8344671205,1,49,476.5,0.25,Thirty Second,1733,8736183,0
4772,6449190.748299319,6450119.546485261,1,41,477.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4773,6449190.748299319,6500646.1678004535,1,68,477.0,3.0,Dotted Quarter,1733,8736183,0
4774,6457364.1723356005,6464980.317460317,1,56,477.5,0.5,Sixteenth,1733,8736183,0
4775,6464980.317460317,6470181.587301588,1,73,478.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4776,6464980.317460317,6472224.9433106575,1,61,478.0,0.5,Sixteenth,1733,8736183,0
4777,6472224.9433106575,6481512.925170068,1,56,478.5,0.5,Sixteenth,1733,8736183,0
4778,6475011.337868481,6475197.097505669,1,73,478.65,0.0166666666667,Unknown,1733,8736183,0
4779,6481512.925170068,6490243.628117913,1,61,479.0,0.5,Sixteenth,1733,8736183,0
4780,6481512.925170068,6500646.1678004535,1,73,479.0,1.0,Eighth,1733,8736183,0
4781,6490243.628117913,6498045.532879818,1,49,479.5,0.25,Thirty Second,1733,8736183,0
4782,6498045.532879818,6500646.1678004535,1,71,479.75,0.25,Thirty Second,1733,8736183,0
4783,6500646.1678004535,6501574.965986394,1,42,480.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4784,6500646.1678004535,6508819.591836735,1,69,480.0,0.5,Sixteenth,1733,8736183,0
4785,6508819.591836735,6516621.4965986395,1,68,480.5,0.5,Sixteenth,1733,8736183,0
4786,6508819.591836735,6516621.4965986395,1,57,480.5,0.5,Sixteenth,1733,8736183,0
4787,6516621.4965986395,6524423.401360544,1,69,481.0,0.5,Sixteenth,1733,8736183,0
4788,6516621.4965986395,6524423.401360544,1,61,481.0,0.5,Sixteenth,1733,8736183,0
4789,6524423.401360544,6535197.46031746,1,73,481.5,0.5,Sixteenth,1733,8736183,0
4790,6524423.401360544,6535197.46031746,1,57,481.5,0.5,Sixteenth,1733,8736183,0
4791,6535197.46031746,6555073.741496598,1,78,482.0,1.0,Eighth,1733,8736183,0
4792,6535197.46031746,6544671.201814059,1,61,482.0,0.5,Sixteenth,1733,8736183,0
4793,6535197.46031746,6555073.741496598,1,69,482.0,1.0,Eighth,1733,8736183,0
4794,6544671.201814059,6550429.750566893,1,49,482.5,0.25,Thirty Second,1733,8736183,0
4795,6555073.741496598,6607829.47845805,1,68,483.0,3.0,Dotted Quarter,1733,8736183,0
4796,6555073.741496598,6555816.780045351,1,41,483.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4797,6564547.482993198,6572163.628117913,1,56,483.5,0.5,Sixteenth,1733,8736183,0
4798,6572163.628117913,6579779.77324263,1,61,484.0,0.5,Sixteenth,1733,8736183,0
4799,6572163.628117913,6577179.138321996,1,73,484.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4800,6579779.77324263,6588138.956916099,1,56,484.5,0.5,Sixteenth,1733,8736183,0
4801,6582008.888888889,6582194.648526077,1,73,484.65,0.0166666666667,Unknown,1733,8736183,0
4802,6588138.956916099,6595940.861678004,1,61,485.0,0.5,Sixteenth,1733,8736183,0
4803,6588138.956916099,6607829.47845805,1,73,485.0,1.0,Eighth,1733,8736183,0
4804,6595940.861678004,6602070.929705216,1,49,485.5,0.25,Thirty Second,1733,8736183,0
4805,6607829.47845805,6656498.5034013605,1,73,486.0,3.0,Dotted Quarter,1733,8736183,0
4806,6607829.47845805,6608758.276643991,1,45,486.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4807,6614516.825396826,6621204.1723356005,1,60,486.5,0.5,Sixteenth,1733,8736183,0
4808,6621204.1723356005,6627705.759637188,1,78,487.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4809,6621204.1723356005,6629563.35600907,1,61,487.0,0.5,Sixteenth,1733,8736183,0
4810,6627705.759637188,6631792.471655329,1,81,487.333333333,0.333333333333,Triplet Sixteenth,1733,8736183,0
4811,6629563.35600907,6637179.5011337865,1,49,487.5,0.5,Sixteenth,1733,8736183,0
4812,6631606.712018141,6636993.741496598,1,80,487.65,0.333333333333,Triplet Sixteenth,1733,8736183,0
4813,6637179.5011337865,6649625.396825396,1,61,488.0,0.5,Sixteenth,1733,8736183,0
4814,6637179.5011337865,6656498.5034013605,1,78,488.0,1.0,Eighth,1733,8736183,0
4815,6649625.396825396,6652411.79138322,1,49,488.5,0.25,Thirty Second,1733,8736183,0
4816,6656498.5034013605,6702381.133786848,1,74,489.0,3.0,Dotted Quarter,1733,8736183,0
4817,6656498.5034013605,6657984.580498866,1,47,489.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4818,6663000.090702948,6670801.995464853,1,60,489.5,0.5,Sixteenth,1733,8736183,0
4819,6670801.995464853,6676003.265306123,1,77,490.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4820,6670801.995464853,6680833.015873016,1,61,490.0,0.5,Sixteenth,1733,8736183,0
4821,6676003.265306123,6682876.371882087,1,80,490.333333333,0.333333333333,Triplet Sixteenth,1733,8736183,0
4822,6680833.015873016,6687706.12244898,1,49,490.5,0.5,Sixteenth,1733,8736183,0
4823,6682690.6122448975,6687520.362811792,1,78,490.65,0.333333333333,Triplet Sixteenth,1733,8736183,0
4824,6687706.12244898,6696065.306122449,1,61,491.0,0.5,Sixteenth,1733,8736183,0
4825,6687706.12244898,6702381.133786848,1,77,491.0,1.0,Eighth,1733,8736183,0
4826,6696065.306122449,6699408.979591837,1,49,491.5,0.25,Thirty Second,1733,8736183,0
4827,6702381.133786848,6703124.1723356005,1,45,492.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4828,6702381.133786848,6713155.192743764,1,74,492.0,0.75,Dotted Sixteenth,1733,8736183,0
4829,6702381.133786848,6716498.866213152,1,78,492.0,1.0,Eighth,1733,8736183,0
4830,6709997.2789115645,6710926.077097505,1,49,492.5,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4831,6713155.192743764,6716498.866213152,1,73,492.75,0.25,Thirty Second,1733,8736183,0
4832,6716498.866213152,6725972.6077097505,1,73,493.0,0.75,Dotted Sixteenth,1733,8736183,0
4833,6716498.866213152,6717241.904761905,1,44,493.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4834,6716498.866213152,6729687.800453515,1,77,493.0,1.0,Eighth,1733,8736183,0
4835,6722257.414965986,6723557.732426303,1,49,493.5,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4836,6725972.6077097505,6729687.800453515,1,71,493.75,0.25,Thirty Second,1733,8736183,0
4837,6729687.800453515,6749006.802721089,1,78,494.0,1.0,Eighth,1733,8736183,0
4838,6729687.800453515,6730802.358276644,1,42,494.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4839,6729687.800453515,6743805.532879818,1,71,494.0,0.75,Dotted Sixteenth,1733,8736183,0
4840,6738604.263038549,6739718.820861678,1,49,494.5,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4841,6743805.532879818,6749006.802721089,1,69,494.75,0.25,Thirty Second,1733,8736183,0
4842,6749006.802721089,6808078.367346939,1,73,495.0,3.0,Dotted Quarter,1733,8736183,0
4843,6749006.802721089,6750864.39909297,1,37,495.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4844,6749006.802721089,6808078.367346939,1,80,495.0,3.0,Dotted Quarter,1733,8736183,0
4845,6749006.802721089,6808078.367346939,1,68,495.0,3.0,Dotted Quarter,1733,8736183,0
4846,6749006.802721089,6808078.367346939,1,77,495.0,3.0,Dotted Quarter,1733,8736183,0
4847,6759595.102040816,6766282.448979592,1,56,495.5,0.5,Sixteenth,1733,8736183,0
4848,6766282.448979592,6772784.036281179,1,61,496.0,0.5,Sixteenth,1733,8736183,0
4849,6772784.036281179,6785972.970521542,1,53,496.5,0.5,Sixteenth,1733,8736183,0
4850,6785972.970521542,6793217.596371882,1,61,497.0,0.5,Sixteenth,1733,8736183,0
4851,6793217.596371882,6797490.06802721,1,49,497.5,0.25,Thirty Second,1733,8736183,0
4852,6808078.367346939,6862320.181405895,1,69,498.0,3.0,Dotted Quarter,1733,8736183,0
4853,6808078.367346939,6810493.242630386,1,42,498.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4854,6817180.589569161,6823867.936507937,1,57,498.5,0.5,Sixteenth,1733,8736183,0
4855,6823867.936507937,6824796.734693877,1,73,499.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4856,6823867.936507937,6829998.004535147,1,61,499.0,0.5,Sixteenth,1733,8736183,0
4857,6827954.648526077,6828883.446712018,1,73,499.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4858,6829998.004535147,6836313.8321995465,1,57,499.5,0.5,Sixteenth,1733,8736183,0
4859,6832227.120181406,6832970.158730159,1,73,499.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4860,6836313.8321995465,6848202.448979592,1,61,500.0,0.5,Sixteenth,1733,8736183,0
4861,6836313.8321995465,6862320.181405895,1,73,500.0,1.0,Eighth,1733,8736183,0
4862,6848202.448979592,6856190.113378685,1,49,500.5,0.25,Thirty Second,1733,8736183,0
4863,6862320.181405895,6913961.360544218,1,68,501.0,3.0,Dotted Quarter,1733,8736183,0
4864,6862320.181405895,6864549.297052154,1,41,501.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4865,6869936.326530612,6877923.990929705,1,56,501.5,0.5,Sixteenth,1733,8736183,0
4866,6877923.990929705,6882567.98185941,1,73,502.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4867,6877923.990929705,6886097.414965986,1,61,502.0,0.5,Sixteenth,1733,8736183,0
4868,6886097.414965986,6892413.242630386,1,56,502.5,0.5,Sixteenth,1733,8736183,0
4869,6887769.251700681,6888326.530612245,1,73,502.65,0.0166666666667,Unknown,1733,8736183,0
4870,6892413.242630386,6901701.224489796,1,61,503.0,0.5,Sixteenth,1733,8736183,0
4871,6892413.242630386,6913961.360544218,1,73,503.0,1.0,Eighth,1733,8736183,0
4872,6901701.224489796,6909317.369614513,1,49,503.5,0.25,Thirty Second,1733,8736183,0
4873,6909317.369614513,6913961.360544218,1,71,503.75,0.25,Thirty Second,1733,8736183,0
4874,6913961.360544218,6920091.428571428,1,69,504.0,0.5,Sixteenth,1733,8736183,0
4875,6913961.360544218,6914890.158730159,1,42,504.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4876,6920091.428571428,6929193.650793651,1,57,504.5,0.5,Sixteenth,1733,8736183,0
4877,6920091.428571428,6929193.650793651,1,68,504.5,0.5,Sixteenth,1733,8736183,0
4878,6929193.650793651,6935323.718820862,1,61,505.0,0.5,Sixteenth,1733,8736183,0
4879,6929193.650793651,6935323.718820862,1,69,505.0,0.5,Sixteenth,1733,8736183,0
4880,6935323.718820862,6947212.335600907,1,73,505.5,0.5,Sixteenth,1733,8736183,0
4881,6935323.718820862,6947212.335600907,1,57,505.5,0.5,Sixteenth,1733,8736183,0
4882,6947212.335600907,6965416.780045351,1,78,506.0,1.0,Eighth,1733,8736183,0
4883,6947212.335600907,6954085.442176871,1,61,506.0,0.5,Sixteenth,1733,8736183,0
4884,6947212.335600907,6965416.780045351,1,69,506.0,1.0,Eighth,1733,8736183,0
4885,6954085.442176871,6958915.192743764,1,49,506.5,0.25,Thirty Second,1733,8736183,0
4886,6965416.780045351,6966902.857142857,1,41,507.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4887,6965416.780045351,7017615.238095238,1,68,507.0,3.0,Dotted Quarter,1733,8736183,0
4888,6973590.204081632,6981763.628117913,1,56,507.5,0.5,Sixteenth,1733,8736183,0
4889,6981763.628117913,6986407.619047619,1,73,508.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4890,6981763.628117913,6989379.77324263,1,61,508.0,0.5,Sixteenth,1733,8736183,0
4891,6989379.77324263,6996995.918367347,1,56,508.5,0.5,Sixteenth,1733,8736183,0
4892,6991608.888888889,6991980.408163265,1,73,508.65,0.0166666666667,Unknown,1733,8736183,0
4893,6996995.918367347,7017615.238095238,1,73,509.0,1.0,Eighth,1733,8736183,0
4894,6996995.918367347,7007398.458049887,1,61,509.0,0.5,Sixteenth,1733,8736183,0
4895,7007398.458049887,7012971.247165533,1,49,509.5,0.25,Thirty Second,1733,8736183,0
4896,7017615.238095238,7068699.138321996,1,71,510.0,3.0,Dotted Quarter,1733,8736183,0
4897,7017615.238095238,7027088.979591837,1,42,510.0,0.5,Sixteenth,1733,8736183,0
4898,7027088.979591837,7035076.64399093,1,59,510.5,0.5,Sixteenth,1733,8736183,0
4899,7035076.64399093,7043064.308390022,1,62,511.0,0.5,Sixteenth,1733,8736183,0
4900,7035076.64399093,7040649.433106576,1,78,511.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4901,7040649.433106576,7047151.020408163,1,80,511.333333333,0.333333333333,Triplet Sixteenth,1733,8736183,0
4902,7043064.308390022,7052166.530612245,1,59,511.5,0.5,Sixteenth,1733,8736183,0
4903,7046965.260770975,7051980.770975057,1,78,511.65,0.333333333333,Triplet Sixteenth,1733,8736183,0
4904,7052166.530612245,7068699.138321996,1,78,512.0,1.0,Eighth,1733,8736183,0
4905,7052166.530612245,7060897.233560091,1,62,512.0,0.5,Sixteenth,1733,8736183,0
4906,7060897.233560091,7064798.185941043,1,50,512.5,0.25,Thirty Second,1733,8736183,0
4907,7068699.138321996,7069442.176870748,1,42,513.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4908,7068699.138321996,7118482.7210884355,1,69,513.0,3.0,Dotted Quarter,1733,8736183,0
4909,7075200.7256235825,7082631.111111111,1,57,513.5,0.5,Sixteenth,1733,8736183,0
4910,7082631.111111111,7088761.179138322,1,78,514.0,0.333333333333,Triplet Sixteenth,1733,8736183,0
4911,7082631.111111111,7090433.015873016,1,61,514.0,0.5,Sixteenth,1733,8736183,0
4912,7088761.179138322,7092662.131519275,1,80,514.333333333,0.333333333333,Triplet Sixteenth,1733,8736183,0
4913,7090433.015873016,7097491.882086168,1,57,514.5,0.5,Sixteenth,1733,8736183,0
4914,7092104.852607709,7096934.603174604,1,78,514.65,0.333333333333,Triplet Sixteenth,1733,8736183,0
4915,7097491.882086168,7105665.306122449,1,61,515.0,0.5,Sixteenth,1733,8736183,0
4916,7097491.882086168,7118482.7210884355,1,78,515.0,1.0,Eighth,1733,8736183,0
4917,7105665.306122449,7112166.893424036,1,49,515.5,0.25,Thirty Second,1733,8736183,0
4918,7118482.7210884355,7133157.732426303,1,73,516.0,1.0,Eighth,1733,8736183,0
4919,7118482.7210884355,7126284.62585034,1,37,516.0,0.5,Sixteenth,1733,8736183,0
4920,7118482.7210884355,7133157.732426303,1,77,516.0,1.0,Eighth,1733,8736183,0
4921,7118482.7210884355,7133157.732426303,1,68,516.0,1.0,Eighth,1733,8736183,0
4922,7126284.62585034,7133157.732426303,1,56,516.5,0.5,Sixteenth,1733,8736183,0
4923,7133157.732426303,7134086.530612245,1,77,517.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4924,7133157.732426303,7134086.530612245,1,73,517.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4925,7133157.732426303,7134086.530612245,1,68,517.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4926,7133157.732426303,7139659.319727891,1,61,517.0,0.5,Sixteenth,1733,8736183,0
4927,7137987.482993198,7138359.002267574,1,69,517.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4928,7137987.482993198,7138359.002267574,1,78,517.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4929,7137987.482993198,7138359.002267574,1,73,517.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4930,7139659.319727891,7147461.224489796,1,56,517.5,0.5,Sixteenth,1733,8736183,0
4931,7142074.195011338,7143002.993197279,1,73,517.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4932,7142074.195011338,7143002.993197279,1,80,517.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4933,7142074.195011338,7143002.993197279,1,71,517.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4934,7147461.224489796,7148575.782312925,1,77,518.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4935,7147461.224489796,7148575.782312925,1,73,518.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4936,7147461.224489796,7148575.782312925,1,68,518.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4937,7147461.224489796,7154891.6099773245,1,61,518.0,0.5,Sixteenth,1733,8736183,0
4938,7154891.6099773245,7159164.081632653,1,49,518.5,0.25,Thirty Second,1733,8736183,0
4939,7164365.351473923,7218607.16553288,1,81,519.0,3.0,Dotted Quarter,1733,8736183,0
4940,7164365.351473923,7165108.3900226755,1,42,519.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4941,7164365.351473923,7218607.16553288,1,78,519.0,3.0,Dotted Quarter,1733,8736183,0
4942,7164365.351473923,7218607.16553288,1,73,519.0,3.0,Dotted Quarter,1733,8736183,0
4943,7172167.256235828,7181083.718820862,1,57,519.5,0.5,Sixteenth,1733,8736183,0
4944,7181083.718820862,7218607.16553288,1,85,520.0,2.0,Quarter,1733,8736183,0
4945,7181083.718820862,7187585.306122449,1,61,520.0,0.5,Sixteenth,1733,8736183,0
4946,7187585.306122449,7195201.451247166,1,57,520.5,0.5,Sixteenth,1733,8736183,0
4947,7195201.451247166,7206161.26984127,1,61,521.0,0.5,Sixteenth,1733,8736183,0
4948,7206161.26984127,7214334.693877551,1,49,521.5,0.25,Thirty Second,1733,8736183,0
4949,7218607.16553288,7227895.147392291,1,37,522.0,0.5,Sixteenth,1733,8736183,0
4950,7218607.16553288,7234768.253968254,1,73,522.0,1.0,Eighth,1733,8736183,0
4951,7218607.16553288,7234768.253968254,1,68,522.0,1.0,Eighth,1733,8736183,0
4952,7218607.16553288,7234768.253968254,1,65,522.0,1.0,Eighth,1733,8736183,0
4953,7227895.147392291,7234768.253968254,1,56,522.5,0.5,Sixteenth,1733,8736183,0
4954,7234768.253968254,7235882.811791384,1,73,523.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4955,7234768.253968254,7242755.918367347,1,61,523.0,0.5,Sixteenth,1733,8736183,0
4956,7234768.253968254,7235882.811791384,1,68,523.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4957,7234768.253968254,7235882.811791384,1,65,523.0,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4958,7240341.043083901,7241641.360544218,1,69,523.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4959,7240341.043083901,7241641.360544218,1,66,523.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4960,7240341.043083901,7241641.360544218,1,73,523.333333333,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4961,7242755.918367347,7254644.535147392,1,56,523.5,0.5,Sixteenth,1733,8736183,0
4962,7245170.793650794,7246842.630385487,1,71,523.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4963,7245170.793650794,7246842.630385487,1,68,523.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4964,7245170.793650794,7246842.630385487,1,73,523.65,0.0666666666667,Triplet Sixty Fourth,1733,8736183,0
4965,7254644.535147392,7257616.689342404,1,73,524.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4966,7254644.535147392,7257616.689342404,1,68,524.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4967,7254644.535147392,7257616.689342404,1,65,524.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4968,7254644.535147392,7265975.873015873,1,61,524.0,0.5,Sixteenth,1733,8736183,0
4969,7265975.873015873,7269505.306122449,1,53,524.5,0.25,Thirty Second,1733,8736183,0
4970,7272477.46031746,7334706.9387755105,1,69,525.0,3.0,Dotted Quarter,1733,8736183,0
4971,7272477.46031746,7283065.759637188,1,42,525.0,0.5,Sixteenth,1733,8736183,0
4972,7272477.46031746,7334706.9387755105,1,73,525.0,3.0,Dotted Quarter,1733,8736183,0
4973,7272477.46031746,7334706.9387755105,1,66,525.0,3.0,Dotted Quarter,1733,8736183,0
4974,7283065.759637188,7293282.53968254,1,54,525.5,0.5,Sixteenth,1733,8736183,0
4975,7293282.53968254,7302013.242630386,1,57,526.0,0.5,Sixteenth,1733,8736183,0
4976,7302013.242630386,7314087.619047619,1,49,526.5,0.5,Sixteenth,1733,8736183,0
4977,7314087.619047619,7322818.321995465,1,54,527.0,0.5,Sixteenth,1733,8736183,0
4978,7322818.321995465,7329505.66893424,1,45,527.5,0.25,Thirty Second,1733,8736183,0
4979,7334706.9387755105,7383190.204081632,1,69,528.0,3.0,Dotted Quarter,1733,8736183,0
4980,7334706.9387755105,7335821.49659864,1,40,528.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4981,7352911.383219955,7383190.204081632,1,76,529.0,2.0,Quarter,1733,8736183,0
4982,7352911.383219955,7367586.394557823,1,57,529.0,1.0,Eighth,1733,8736183,0
4983,7367586.394557823,7383190.204081632,1,49,530.0,1.0,Eighth,1733,8736183,0
4984,7383190.204081632,7384676.281179138,1,40,531.0,0.1,Triplet Sixty Fourth,1733,8736183,0
4985,7383190.204081632,7429258.594104309,1,68,531.0,3.0,Dotted Quarter,1733,8736183,0
4986,7400465.850340136,7415326.621315192,1,59,532.0,1.0,Eighth,1733,8736183,0
4987,7400465.850340136,7429258.594104309,1,76,532.0,2.0,Quarter,1733,8736183,0
4988,7415326.621315192,7429258.594104309,1,50,533.0,1.0,Eighth,1733,8736183,0
4989,7426100.680272109,7429258.594104309,1,71,533.75,0.25,Thirty Second,1733,8736183,0
4990,7429258.594104309,7441518.73015873,1,40,534.0,1.0,Eighth,1733,8736183,0
4991,7429258.594104309,7435388.662131519,1,69,534.0,0.5,Sixteenth,1733,8736183,0
4992,7435388.662131519,7441518.73015873,1,68,534.5,0.5,Sixteenth,1733,8736183,0
4993,7441518.73015873,7473097.868480725,1,76,535.0,2.0,Quarter,1733,8736183,0
